"id","payment_id","region","region_code","circle","circle_code","division_name","division_code","consumer_id","consumer_name","payment_mode","payment_date","punching_date","payment_amount","status","dept_name","dept_code","govrmt_private","arrear_paid","current_bill_paid","status_on_punching","payment_cancelled_date"
116,397620,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H2754904111,THE DISTRICT JUDGE,NEFT,2024-05-31,2024-06-03,837631,Success, HIGH COURT/SESSION COURT,"",GOVT,0,837631,CONNECTED,
1694,399135,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H2973904111,MS JAGRAN SOCIAL WELFARE SOCIETY,Virtual Account,2024-06-11,2024-06-11,1350842,Success, NA,"",PVT,0,1350842,CONNECTED,
741,398208,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3144904111,HOTEL BHOPAL ASHOKA,Virtual Account,2024-06-07,2024-06-07,486002,Success, NA,"",PVT,0,486002,CONNECTED,
762,398229,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3183904111,DY. GENERAL MAN BANK OF INDIA,Virtual Account,2024-06-07,2024-06-07,716066,Success, BANK,"",GOVT,0,716066,CONNECTED,
2426,399977,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3204904111,THE COMMISSIONER -AUDIT CUSTOMSCENTRAL EXSERVICE,E Payment,2024-06-24,2024-06-24,123111,Success, REVENUE DEPARTMENT,G02200,GOVT,0,123111,CONNECTED,
307,397681,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3224904111,THE STHAI MANTRI,Virtual Account,2024-06-03,2024-06-03,112418,Success, NA,"",PVT,0,112418,CONNECTED,
506,398030,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3283904111,THE E.E.P.W.D. NVDA,Virtual Account,2024-06-06,2024-06-06,467025,Success, PUBLIC WORKS DEPARTMENT,G03001,GOVT,412326.000,54699.000,CONNECTED,
2203,399697,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3283904111,THE E.E.P.W.D. NVDA,Virtual Account,2024-06-13,2024-06-14,1014925,Success, PUBLIC WORKS DEPARTMENT,G03001,GOVT,48933.000,965992.000,CONNECTED,
258,397650,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3293904111,DIRECTOR MAULANA AZAD NATIONAL,Virtual Account,2024-06-03,2024-06-03,4658398,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,4658398,CONNECTED,
1136,398596,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3324904111,THE STATION ENG.PARISAR BHARTI BROAD CASTING CORP,Virtual Account,2024-06-10,2024-06-10,335416,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,335416,CONNECTED,
301,397675,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3354904111,THE MANAGING DIRECOR M.P.STATE IND.DEVELOPMENT COR,Virtual Account,2024-06-03,2024-06-03,166737,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,0,166737,CONNECTED,
466,397920,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3383904111,PRINCIPAL ANAND VIHAR SCHOOL,Virtual Account,2024-06-05,2024-06-05,54575,Success, NA,"",PVT,0,54575,CONNECTED,
469,397923,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3393904111,MANAGER R B I,Virtual Account,2024-06-05,2024-06-05,1184811,Success, BANK,"",GOVT,0,1184811,CONNECTED,
314,397688,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3401945133,MS MANOHAR FOODS,Virtual Account,2024-06-03,2024-06-03,549494,Success, NA,"",PVT,0,549494,CONNECTED,
1057,398537,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3414904111,THE MANAING DIRECTOR M P TEXT BOOK CORP.,E Payment,2024-06-07,2024-06-10,312278,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,30354.000,281924.000,CONNECTED,
1218,398678,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3454904111,MS VODAFONE IDEA LTD.,Virtual Account,2024-06-10,2024-06-10,2564677,Success, NA,"",PVT,0,2564677,CONNECTED,
2759,400266,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3504904111,MANAGER ALLAHABAD BANK,Virtual Account,2024-06-28,2024-06-28,50807,Success, BANK,"",GOVT,46894.000,3913.000,CONNECTED,
2517,400203,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3524904111,THE ASSTT COMMISSIONER EXCISE CUSTOM OFFICE,E Payment,2024-06-01,2024-06-28,73188,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,73188,CONNECTED,
2507,400286,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3534904111,THE DIRECTOR VITENERY SERVICE,NEFT,2024-06-14,2024-06-28,142418,Success, FARMER WELFARE AND AGRICULTURAL DEVELOPMENT,G00601,GOVT,0,142418,CONNECTED,
327,397701,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3554904111,THE POST MASTER GENERAL,Virtual Account,2024-06-03,2024-06-03,260111,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,260111,CONNECTED,
168,397754,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3604904111,THE ASSISTANT REGISTAR INDRA,NEFT,2024-06-03,2024-06-04,144091,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,144091,CONNECTED,
553,398083,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3644904111,E.E.CENTRAL WATER COMM.,Virtual Account,2024-06-07,2024-06-07,69231,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,0,69231,CONNECTED,
1756,399504,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H3754904111,M/S KWALITY GLOBUS,Virtual Account,2024-06-12,2024-06-12,456948,Success,,,PVT,0,456948,CONNECTED,
801,398337,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4154904111,HOTEL RAJ TILAK P LTD.,Virtual Account,2024-06-10,2024-06-10,609811,Success, NA,"",PVT,0,609811,CONNECTED,
2503,400279,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4183904111,THE SECRETARY M.P.VIDHAN SABHA,NEFT,2024-06-07,2024-06-28,1173988,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,0,1173988,CONNECTED,
257,397648,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4193904111,THE STATE OPERATION OFFICER. POLYTECHCOLONY,NEFT,2024-06-03,2024-06-03,294470,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,145617.000,148853.000,CONNECTED,
1289,398749,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4204904111,MS R K HOTEL,Virtual Account,2024-06-10,2024-06-10,45348,Success, NA,"",PVT,0,45348,CONNECTED,
1738,399449,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4224904111,SHRI MILESH RATHI.C/O M/S,SBI Collect,2024-06-11,2024-06-12,135748,Success, NA,"",PVT,0,135748,CONNECTED,
1589,399077,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4283904111,THE E.E.M.P.HOUSING BOARD,NEFT,2024-06-10,2024-06-11,39708,Success, PHE-(WATER WORKS),"",GOVT,0,39708,CONNECTED,
965,398501,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4304904111,BHARTI AIRTEL LIMITED,Virtual Account,2024-06-10,2024-06-10,880670,Success, NA,"",PVT,813.00,879857.00,CONNECTED,
966,398502,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4324904111,MS BHARTI AIRTEL LMT.,Virtual Account,2024-06-10,2024-06-10,585246,Success, NA,"",PVT,482.00,584764.00,CONNECTED,
223,397641,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4334904111,THE SECRETARY PLATINUM PARK RESIDEDENTIAL WELFARE SOCIETY,NEFT,2024-06-01,2024-06-03,79476,Success, NA,"",PVT,0,79476,CONNECTED,
1202,398662,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4344904111,PRESIDENT.CENTRE POINT SOCIAL CULTURAL WELFARE SOCIETY,Virtual Account,2024-06-10,2024-06-10,106495,Success, IRRIGATION,"",GOVT,0,106495,CONNECTED,
2183,399677,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4354904111,THE ASTT. GENERAL MANAGER COMMERICAL BR. S.B.I.,Virtual Account,2024-06-13,2024-06-13,339797,Success, BANK,"",GOVT,0,339797,CONNECTED,
235,397866,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4383904111,THE PRINCIPAL. BAL BHAWAN,NEFT,2024-06-04,2024-06-05,88522,Success, NA,"",PVT,0,88522,CONNECTED,
1791,399193,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4414904111,REGIONAL MUSEUM OF NATIONAL HISTORRY,NEFT,2024-06-11,2024-06-11,198039,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,198039,CONNECTED,
2681,400378,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4434904111,CENTRAL INDIA FLOUR MILLS,Virtual Account,2024-06-29,2024-06-29,2057837,Success, NA,"",PVT,0,2057837,CONNECTED,
1058,398538,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4443834125,THE SR. SUPERITENDENT OF POLICERADIO,NEFT,2024-06-07,2024-06-10,1113911,Success, HOME DEPARTEMENT POLICE,G03501,GOVT,1115.000,1112796.000,CONNECTED,
420,398006,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4444904111,DEPUTY DIRECTOR GENERAL (E),E Payment,2024-06-06,2024-06-06,1079924,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,1079924,CONNECTED,
1794,399196,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4493904111,MS ZONAL MANG. DGMMARKETING,E Payment,2024-06-11,2024-06-11,85885,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,85885,CONNECTED,
456,397910,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4524904111,PRINCIPAL  HOTEL MANAGEMENT,Virtual Account,2024-06-05,2024-06-05,146445,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,146445,CONNECTED,
1591,399079,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4534904111,DIRECTOR INDIAN INSTITUTE FOREST MANAGEMENT,E Payment,2024-06-10,2024-06-11,624276,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,624276,CONNECTED,
1293,398753,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4558156870,THE DIRECTOR SPORTS  YOUTH WELFARE,Virtual Account,2024-06-10,2024-06-10,342077,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,342077,CONNECTED,
2024,399573,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4614904111,THEPRINCIPAL.SWAMI VIVEKANAND,Virtual Account,2024-06-13,2024-06-13,36236,Success, NA,"",PVT,36236,0,CONNECTED,
1295,398755,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4624904111,THE DIRECTOR SPORTS YOUTH  ACADEMY  BISANK,Virtual Account,2024-06-10,2024-06-10,138831,Success,SPORTS AND YOUTH WELFARE,G01200,GOVT,0,138831,CONNECTED,
2018,399371,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4644904111,DIR.TRESURIES  ACCOUNT MP,Virtual Account,2024-06-11,2024-06-11,99468,Success,HEALTH DEPARTMENT,G02500,GOVT,0,99468,CONNECTED,
2016,399369,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4644904111,DIR.TRESURIES  ACCOUNT MP,Virtual Account,2024-06-11,2024-06-11,666044,Success,HEALTH DEPARTMENT,G02500,GOVT,0,666044,CONNECTED,
880,398416,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4673904111,M.P. RAJYA SAHKARI BANK MARYA.,Virtual Account,2024-06-10,2024-06-10,341689,Success, BANK,"",GOVT,0,341689,CONNECTED,
1177,398637,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4754904111,MANAGER M.P.STATE COOP.AGRICUTURE,Virtual Account,2024-06-10,2024-06-10,421101,Success, BANK,"",GOVT,0,421101,CONNECTED,
1059,398539,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H4949061054,THE MANAGER CENTRAL SEMEN,E Payment,2024-06-07,2024-06-10,162434,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,162434,CONNECTED,
2224,399773,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5034904111,MS JAHANUMA PALACE HOTEL,Virtual Account,2024-06-15,2024-06-15,1870610,Success, NA,"",PVT,0,1870610,CONNECTED,
81,397600,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5083904111,M.S. M. D. GREENWOOD COUNTRY,Virtual Account,2024-06-03,2024-06-03,765247,Success, NA,"",PVT,0,765247,CONNECTED,
2832,400387,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5114904111,MS JEEVAN MOTERSPLDT.,Virtual Account,2024-06-29,2024-06-29,203795,Success, NA,"",PVT,0,203795,CONNECTED,
319,397693,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5114904111,MS JEEVAN MOTERSPLDT.,Virtual Account,2024-06-03,2024-06-03,156687,Success, NA,"",PVT,0,156687,CONNECTED,
186,397807,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5193904111,THE EX.ENGINEER.KOLAR CANAL RESOURCESDEPTT,Virtual Account,2024-06-04,2024-06-04,239114,Success, WATER RESOURCE,G03200,GOVT,118951.000,120163.000,CONNECTED,
2248,399797,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5224904111,MS  I.C.I.C.I. BANK LMT.,Virtual Account,2024-06-18,2024-06-18,174179,Success, NA,"",PVT,0,174179,CONNECTED,
2044,399594,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5293904111,GEN.MANAGER CENTRAL FOR RESERCH,SBI Collect,2024-06-11,2024-06-13,140049,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,140049,CONNECTED,
751,398218,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5304904111,MS D.B CORP.LMD.,Virtual Account,2024-06-07,2024-06-07,1269792,Success, NA,"",PVT,0,1269792,CONNECTED,
753,398220,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5304904111,MS D.B CORP.LMD.,Virtual Account,2024-06-07,2024-06-07,1036469,Success, NA,"",PVT,0,1036469,CONNECTED,
227,397649,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5314904111,THE BRANCH MANAGER STATE BANK OF INDIA,E Payment,2024-06-03,2024-06-03,287631,Success, BANK,"",GOVT,0,287631,CONNECTED,
1060,398540,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5324904111,MS NETLINK SOFTWARE PVT.LTD.,NEFT,2024-06-07,2024-06-10,154072,Success, NA,"",PVT,0,154072,CONNECTED,
1061,398541,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5334904111,MS AIRPLAZA RETAIL HOLDINGS,NEFT,2024-06-07,2024-06-10,731663,Success, NA,"",PVT,0,731663,CONNECTED,
1266,398726,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5354904111,MS AMIT JAIN HOTEL RAJHANS,Virtual Account,2024-06-10,2024-06-10,338971,Success, NA,"",PVT,0,338971,CONNECTED,
233,397834,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5393904111,SHRI. M.L. ARORA .VILLEGE,Virtual Account,2024-06-05,2024-06-05,431347,Success, NA,"",PVT,0,431347,CONNECTED,
117,397621,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5398371968,JOINT INSPECTOR GENERALREGISTRATION,NEFT,2024-05-31,2024-06-03,95733,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,0,95733,CONNECTED,
2232,399781,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5424904111,THE INSPECTOR GENERAL COMPUTER CENTER,Virtual Account,2024-06-15,2024-06-15,263637,Success, HOME DEPARTEMENT POLICE,G03501,GOVT,0,263637,CONNECTED,
1603,399080,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5434904111,MS GODREJ BOVCE MFG.CO.LTD.,NEFT,2024-06-10,2024-06-11,81603,Success, NA,"",PVT,0,81603,CONNECTED,
274,397842,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5454904111,THE PRINCIPAL REGIONAL COLLAGE,Virtual Account,2024-06-05,2024-06-05,761366,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,761366,CONNECTED,
706,398191,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5504904111,THE.DY.DIRECTOR.SAHARA.INDIA,Virtual Account,2024-06-07,2024-06-07,108142,Success, NA,"",PVT,0,108142,CONNECTED,
2657,400130,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5524631254,SHRI SHIVAM ATTIRES PVT LTD.,Virtual Account,2024-06-27,2024-06-27,453872,Success, NA,"",PVT,392641.000,61231.000,CONNECTED,
358,397992,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5544904111,MS MAKHANLAL CHATURVEDI . UNIVERSITY,E Payment,2024-06-05,2024-06-06,268423,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,129532.000,138891.000,CONNECTED,
2017,399370,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5630717108,THE ADDL.INSPECTOR GENERAL PLANNING,Virtual Account,2024-06-11,2024-06-11,1465820,Success, HOME DEPARTEMENT POLICE,G03501,GOVT,0,1465820,CONNECTED,
1977,399330,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5654904111,THE COMMISSIONER WOMAN  CHILD,Virtual Account,2024-06-11,2024-06-11,64028,Success,WOMEN AND CHILD DEVELOPMENT DEPARTMENT,G04800,GOVT,0,64028,CONNECTED,
1604,399081,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5673904111,HOTEL RESIDENCY,SBI Collect,2024-06-10,2024-06-11,355728,Success, NA,"",PVT,0,355728,CONNECTED,
60,397576,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5783904111,MS B.B.N..INFRA DEVELOPER LTD.,Virtual Account,2024-06-01,2024-06-01,75908,Success, NA,"",PVT,0,75908,CONNECTED,
1850,399467,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5823234247,THE ARERA TRAUMA and CRITICAL CENTRE,Virtual Account,2024-06-12,2024-06-12,76228,Success, NA,"",PVT,0,76228,CONNECTED,
170,398772,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H5917880358,MS ADITYA GUPTA SO KAMAL,Virtual Account,2024-06-11,2024-06-11,248523,Success, NA,"",PVT,0,248523,CONNECTED,
1240,398700,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6114904111,MS HOTEL SHIR VATIKA  R-51.,Virtual Account,2024-06-10,2024-06-10,204592,Success, NA,"",PVT,0,204592,CONNECTED,
385,397965,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6193904111,MS KWALITY MOTEL SHIRAZ,Virtual Account,2024-06-06,2024-06-06,403046,Success, NA,"",PVT,0,403046,CONNECTED,
1592,399083,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6204904111,THE EXECUTIVE ENGINEEER ELECTRIC  PLATNIUM,NEFT,2024-06-10,2024-06-11,56355,Success, ENERGY DEPARTMENT OTHERS,G04906,GOVT,0,56355,CONNECTED,
692,398177,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6224904111,THE PRINCIPAL .GOVT.M.L.B.,SBI Collect,2024-06-06,2024-06-07,99718,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,99718,CONNECTED,
198,397786,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6283904111,THE PROJECT CO-ORDINATOR REGIONAL SCIENCE CENTRE,Virtual Account,2024-06-04,2024-06-04,86446,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,86446,CONNECTED,
1749,399497,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6324904111,MS RADHIKA PRAKASHAN PVT,Virtual Account,2024-06-12,2024-06-12,211842,Success, NA,"",PVT,0,211842,CONNECTED,
2276,399860,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6334904111,THE G.M. MADHYA PRADESH TOURIS,NEFT,2024-06-18,2024-06-19,91276,Success, TOURISM,G03900,GOVT,0,91276,CONNECTED,
228,397768,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6344904111,MS RANGMAHAL THEATRE,SBI Collect,2024-06-04,2024-06-04,320910,Success, NA,"",PVT,0,320910,CONNECTED,
2075,399734,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6444904111,THE PRINCIPAL SARDAR VALLABH BHAI POLYTECHNIC,NEFT,2024-06-13,2024-06-14,192562,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,192562,CONNECTED,
1450,399377,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6454904111,THE CHIEF ELECTROAL OFFICER,Virtual Account,2024-06-12,2024-06-12,238271,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,238271,CONNECTED,
333,397707,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6634904111,THE REGIONAL DIR.CENTRAL CENTRE SPORT AUTHORITY,Virtual Account,2024-06-03,2024-06-03,1327542,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,1327542,CONNECTED,
387,397953,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6654904111,THE SENIOR ACCOUNTS OO AGMP,Virtual Account,2024-06-06,2024-06-06,443356,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,0,443356,CONNECTED,
2072,399730,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6673904111,SEC OF BOARD OF SEC.EDUCATION,NEFT,2024-06-13,2024-06-14,860174,Success, SCHOOL EDUCATION DEPARTMENT OTHERS,G01104,GOVT,0,860174,CONNECTED,
660,398153,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6873904111,MP HOUSING BOARD CO A.E.MAINT,NEFT,2024-06-07,2024-06-07,152275,Success,MADHYA PRADESH HOUSING BOARD.,G00300,GOVT,0,152275,CONNECTED,
534,398057,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H6898848846,CENTER POLLUTION CONTROL BOARD,Virtual Account,2024-06-06,2024-06-06,92814,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,92814,CONNECTED,
118,397622,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7068167768,THE DY.COMMISSIONER COMMERICAL TAX,NEFT,2024-05-31,2024-06-03,193351,Success, SALES TAX,"",GOVT,0,193351,CONNECTED,
78,397582,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7114904111,THE EXCUTIVE ENGINEER CAPAITAL PHED LAB,Virtual Account,2024-06-01,2024-06-01,39204,Success, PHE-(WATER WORKS),"",GOVT,0,39204,CONNECTED,
320,397694,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7193904111,MS CI AUTO MOTORS PVT.LTD,Virtual Account,2024-06-03,2024-06-03,198137,Success, NA,"",PVT,0,198137,CONNECTED,
169,397755,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7204904111,MS BENNETT COLEMANCOMPANY,NEFT,2024-06-03,2024-06-04,218793,Success, NA,"",PVT,0,218793,CONNECTED,
696,398181,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7213573958,MS BHOPAL FRACTURE HOSPITAL,RTGS,2024-06-07,2024-06-07,557162,Success, NA,"",PVT,0,557162,CONNECTED,
2879,400434,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7224904111,MS SATYA VILAS HOTEL,Virtual Account,2024-06-29,2024-06-29,64000,Success, NA,"",PVT,47129.000,16871.000,CONNECTED,
1828,399569,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7293904111,THE COMMISSIONER INCOMETAX,Virtual Account,2024-06-13,2024-06-13,997570,Success, INCOME TAX,G05700,GOVT,818630.00,178940.00,CONNECTED,
1071,398556,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7304904111,SHRI MITESH RATHI.PLOT NO.5.,SBI Collect,2024-06-08,2024-06-10,169811,Success, NA,"",PVT,0,169811,CONNECTED,
1647,399427,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7334904111,THE.EX.ENGINER.M.P.TOURISM  DEVELOPMENT CO,NEFT,2024-06-11,2024-06-12,109863,Success, TOURISM,G03900,GOVT,0,109863,CONNECTED,
2672,400246,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7524904111,SECRETARY MP ELECTRICITY REGULATORY,Virtual Account,2024-06-28,2024-06-28,118128,Success, POWER,"",GOVT,0,118128,CONNECTED,
425,397880,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7544904111,THE CHAIRMAN VYAVASAYIK PATHYA,NEFT,2024-06-05,2024-06-05,161880,Success,STATE GOVT. OTHER DEPT.,G05000,GOVT,145482.00,16398.00,CONNECTED,
35,397721,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7554904111,GENERAL MANAGER NABARD,Virtual Account,2024-06-04,2024-06-04,334847,Success, BANK,"",GOVT,0,334847,CONNECTED,
247,397815,Bhopal(BR),"2310100",Bhopal City,"2300900",Bhopal South,"2304600",H7634904111,MS FOOD CORPOATION OF INDIA,Virtual Account,2024-06-04,2024-06-04,136814,Success, CENTRAL GOVERNMENT OTHER DEPT.,G06000,GOVT,0,136814,CONNECTED,
